0,0,0.025641,0.0512821,0.0769231,0.102564,0.128205,0.153846,0.179487,0.205128,0.230769,0.25641,0.282051,0.307692,0.333333,0.358974,0.384615,0.410256,0.435897,0.461538,0.487179,0.512821,0.538462,0.564103,0.589744,0.615385,0.641026,0.666667,0.692308,0.717949,0.74359,0.769231,0.794872,0.820513,0.846154,0.871795,0.897436,0.923077,0.948718,0.974359,1
0,6,5.48718,4.97436,4.46154,3.94872,3.4359,2.92308,2.41026,1.89744,1.38462,0.871795,0.358974,0,0,0,0,0,0,0,0,0.410256,1.23077,2.05128,2.87179,3.69231,4.51282,5.33333,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.000438048,6,5.48718,4.97436,4.46154,3.94872,3.4359,2.92308,2.41026,1.89744,1.38462,0.871795,0.461477,0.239174,0,0,0,0,0,0,0.273342,0.683598,1.23077,2.05128,2.87179,3.69231,4.51282,5.33333,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.000876095,6,5.48718,4.97436,4.46154,3.94872,3.4359,2.92308,2.41026,1.89744,1.38462,0.94009,0.586746,0.227934,0.159355,0,0,0,0,0.182119,0.364564,0.77482,1.41289,2.05128,2.87179,3.69231,4.51282,5.33333,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00131414,6,5.48718,4.97436,4.46154,3.94872,3.4359,2.92308,2.41026,1.89744,1.43012,1.00084,0.583103,0.421307,0.0988736,0.106173,0,0,0.121341,0.182336,0.516348,0.926605,1.41311,2.17262,2.87179,3.69231,4.51282,5.33333,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00175219,6,5.48718,4.97436,4.46154,3.94872,3.4359,2.92308,2.41026,1.92775,1.45546,1.00853,0.75363,0.314279,0.318565,0.0305696,0.07074,0.0808458,0.0811343,0.364239,0.567147,0.977404,1.59501,2.13242,2.95264,3.69231,4.51282,5.33333,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00219024,6,5.48718,4.97436,4.46154,3.94872,3.4359,2.92308,2.43046,1.93456,1.47236,1.13648,0.630735,0.609861,0.123826,0.249217,0.0507088,0.0743049,0.269566,0.310807,0.705297,1.11555,1.54158,2.32085,2.89897,3.74617,4.51282,5.33333,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00262829,6,5.48718,4.97436,4.46154,3.94872,3.4359,2.93654,2.42827,1.95701,1.55652,1.0233,0.953788,0.299938,0.531201,0.033413,0.19869,0.188681,0.166947,0.546167,0.715802,1.12606,1.77694,2.18683,3.07825,3.6925,4.54871,5.33333,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00306633,6,5.48718,4.97436,4.46154,3.94872,3.44486,2.93061,2.45292,2.00416,1.46809,1.33225,0.564463,0.889663,0.045456,0.475194,0.0819017,0.180869,0.434091,0.406526,0.876121,1.28638,1.61637,2.50766,2.89358,3.85371,4.50101,5.35724,6.15385,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00350438,6,5.48718,4.97436,4.46154,3.95469,3.43793,2.95498,2.47219,1.94599,1.73476,0.911199,1.29269,0.110522,0.894247,-0.0731665,0.409879,0.283644,0.247011,0.737768,0.836585,1.2329,1.99034,2.17095,3.27616,3.64528,4.64022,5.31752,6.16978,6.97436,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00394243,6,5.48718,4.97436,4.46552,3.94809,3.46045,2.95509,2.44326,2.15585,1.32678,1.71409,0.25087,1.42034,-0.272485,0.893232,0.00393348,0.343343,0.598396,0.47663,1.0348,1.47351,1.60601,2.78699,2.78572,4.06224,4.42858,5.43409,6.13801,6.98497,7.79487,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00438048,6,5.48718,4.97701,4.45979,3.96794,3.44864,2.95078,2.59278,1.79496,2.13722,0.481137,2.00495,-0.486722,1.63208,-0.475964,0.822585,0.287138,0.347333,0.929651,0.955207,1.26949,2.30458,1.9993,3.63707,3.45582,4.85444,5.23315,6.23332,6.96028,7.80194,8.61538,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00481852,6,5.48895,4.97231,4.47669,3.94965,3.46293,3.04397,2.29974,2.55456,0.805784,2.59981,-0.670449,2.5851,-1.18414,1.79374,-0.399352,0.683997,0.695208,0.558697,1.14758,1.74974,1.41153,3.2939,2.42511,4.50844,4.1749,5.64721,6.05129,7.0367,7.78314,8.6201,9.4359,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00525657,6,5.48523,4.98631,4.45576,3.97651,3.50808,2.82725,2.96538,1.21962,3.16625,-0.774372,3.6775,-2.09531,3.31127,-1.65153,1.78365,-0.0303362,0.596785,1.04201,1.15643,1.1232,2.89104,1.46088,4.39202,2.89815,5.37808,4.93548,6.43861,6.87748,7.84345,8.606,9.43904,10.2564,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
0.00569462,6,5.49579,4.96523,4.48994,3.98372,3.36657,3.37289,1.7102,3.67975,-0.756249,4.8173,-3.1349,5.35318,-3.59754,3.94379,-1.71371,1.5961,0.47559,0.821603,1.05805,2.32319,0.760311,4.36668,1.44377,5.54578,3.43089,6.23186,5.72953,7.22867,7.70792,8.65296,9.4286,10.2585,11.0769,11.8974,12.7179,13.5385,14.359,15.1795,16
