0,0,0.0204082,0.0408163,0.0612245,0.0816327,0.102041,0.122449,0.142857,0.163265,0.183673,0.204082,0.22449,0.244898,0.265306,0.285714,0.306122,0.326531,0.346939,0.367347,0.387755,0.408163,0.428571,0.44898,0.469388,0.489796,0.510204,0.530612,0.55102,0.571429,0.591837,0.612245,0.632653,0.653061,0.673469,0.693878,0.714286,0.734694,0.755102,0.77551,0.795918,0.816327,0.836735,0.857143,0.877551,0.897959,0.918367,0.938776,0.959184,0.979592,1
0,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32653,1.91837,1.5102,1.10204,0.693878,0.285714,0,0,0,0,0,0,0,0,0,0,0.326531,0.979592,1.63265,2.28571,2.93878,3.59184,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
7.0014e-05,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32653,1.91837,1.5102,1.10204,0.693878,0.306298,0.0480296,0,0,0,0,0,0,0,0,0.054891,0.381422,0.979592,1.63265,2.28571,2.93878,3.59184,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
0.000140028,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32653,1.91837,1.5102,1.10204,0.697338,0.328036,0.0833716,0.00807395,0,0,0,0,0,0,0.00922737,0.100555,0.427085,0.988819,1.63265,2.28571,2.93878,3.59184,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
0.000210042,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32653,1.91837,1.5102,1.10262,0.703289,0.348988,0.111843,0.0193745,0.00135726,0,0,0,0,0.00155115,0.0230287,0.140093,0.466624,1.00262,1.6342,2.28571,2.93878,3.59184,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
0.000280056,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32653,1.91837,1.5103,1.10401,0.710859,0.368682,0.136163,0.03189,0.00415786,0.00022816,0,0,0.000260755,0.00490085,0.0390972,0.175305,0.501836,1.01869,1.63755,2.28598,2.93878,3.59184,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
0.00035007,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32653,1.91838,1.5106,1.10622,0.719428,0.387116,0.157722,0.0447569,0.00815913,0.000850403,3.83546e-05,4.38338e-05,0.000996937,0.00986936,0.0562457,0.207299,0.53383,1.03584,1.64252,2.28671,2.93882,3.59184,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
0.000420084,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32653,1.91844,1.51117,1.10918,0.728586,0.404417,0.177294,0.0575945,0.0130827,0.00194252,0.000175784,0.000203133,0.0023282,0.0161739,0.0738423,0.236797,0.563328,1.05343,1.64883,2.28804,2.93897,3.59184,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
0.000490098,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.73469,2.32655,1.91858,1.51206,1.11277,0.73807,0.420731,0.195352,0.0702338,0.0186926,0.00351823,0.000477376,0.000555767,0.00429848,0.0235407,0.0915414,0.264295,0.590826,1.07113,1.65619,2.29001,2.9393,3.59187,4.2449,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
0.000560112,6,5.59184,5.18367,4.77551,4.36735,3.95918,3.55102,3.14286,2.7347,2.32658,1.91882,1.51328,1.11691,0.747714,0.43619,0.212206,0.0826024,0.024806,0.00555792,0.00100173,0.00117175,0.006904,0.0317371,0.109151,0.290146,0.616676,1.08874,1.66439,2.29261,2.93985,3.59195,4.24491,4.89796,5.55102,6.20408,6.85714,7.5102,8.16327,8.81633,9.46939,10.1224,10.7755,11.4286,12.0816,12.7347,13.3878,14.0408,14.6939,15.3469,16
