0,0,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1
0,6,3.77778,1.55556,0,0,1.77778,5.33333,8.88889,12.4444,16
0.0040404,6,3.77778,1.77374,0.509091,0.581818,2.3596,5.33333,8.88889,12.4444,16
0.00808081,6,3.84918,2.01572,0.946777,1.13983,2.751,5.52375,8.88889,12.4444,16
0.0121212,6,3.95304,2.26593,1.3598,1.60394,3.13115,5.71762,8.95121,12.4444,16
0.0161616,6,4.07081,2.52152,1.73625,2.02385,3.47782,5.92941,9.03618,12.4648,16
0.020202,6,4.19514,2.77156,2.08737,2.40557,3.80431,6.14383,9.14153,12.4997,16
0.0242424,6,4.31992,3.01355,2.41543,2.7592,4.1122,6.35923,9.2595,12.5462,16
0.0282828,6,4.44222,3.24534,2.72368,3.0895,4.4048,6.57302,9.38597,12.6009,16
0.0323232,6,4.56033,3.46632,3.01413,3.40024,4.68394,6.78402,9.51753,12.6612,16
0.0363636,6,4.67346,3.67637,3.28848,3.69399,4.95112,6.99132,9.65175,12.725,16
0.040404,6,4.78128,3.87575,3.54814,3.9727,5.2074,7.19431,9.78687,12.791,16
0.0444444,6,4.88378,4.06489,3.7943,4.23784,5.45358,7.39252,9.92158,12.8581,16
0.0484848,6,4.98109,4.24433,4.02801,4.49056,5.69026,7.58565,10.0549,12.9253,16
0.0525253,6,5.07343,4.41466,4.25019,4.73181,5.91794,7.77347,10.1862,12.9922,16
0.0565657,6,5.16107,4.57643,4.46164,4.96238,6.13702,7.95582,10.3149,13.0582,16
0.0606061,6,5.24429,4.7302,4.66308,5.18293,6.34783,8.13264,10.4407,13.1232,16
0.0646465,6,5.32337,4.87648,4.85518,5.39404,6.55071,8.30387,10.5632,13.1868,16
0.0686869,6,5.39856,5.01576,5.03851,5.59623,6.74592,8.46953,10.6824,13.2488,16
0.0727273,6,5.47012,5.14848,5.21359,5.78997,6.93375,8.62966,10.7981,13.3093,16
0.0767677,6,5.53827,5.27505,5.38091,5.97566,7.11444,8.78431,10.9103,13.3681,16
0.0808081,6,5.60324,5.39584,5.54091,6.15371,7.28825,8.93358,11.0189,13.4251,16
0.0848485,6,5.66521,5.5112,5.69399,6.32446,7.45542,9.07757,11.1239,13.4803,16
0.0888889,6,5.72437,5.62142,5.8405,6.48826,7.61617,9.21639,11.2254,13.5337,16
0.0929293,6,5.78089,5.72682,5.9808,6.6454,7.77074,9.35017,11.3234,13.5854,16
0.0969697,6,5.8349,5.82763,6.11518,6.79619,7.91935,9.47903,11.4179,13.6353,16
0.10101,6,5.88655,5.92412,6.24395,6.94089,8.06221,9.60313,11.5091,13.6835,16
0.105051,6,5.93598,6.0165,6.36737,7.07978,8.19954,9.72259,11.5969,13.73,16
0.109091,6,5.98328,6.10498,6.48569,7.21309,8.33152,9.83756,11.6816,13.7748,16
0.113131,6,6.02858,6.18975,6.59915,7.34107,8.45838,9.94818,11.7632,13.818,16
0.117172,6,6.07197,6.27099,6.70797,7.46392,8.58028,10.0546,11.8417,13.8596,16
0.121212,6,6.11355,6.34887,6.81236,7.58188,8.69743,10.157,11.9172,13.8997,16
0.125253,6,6.1534,6.42354,6.91251,7.69513,8.81,10.2554,11.9899,13.9383,16
0.129293,6,6.19161,6.49516,7.00861,7.80387,8.91817,10.35,12.0599,13.9754,16
0.133333,6,6.22824,6.56386,7.10084,7.90828,9.02209,10.441,12.1272,14.0111,16
0.137374,6,6.26338,6.62976,7.18935,8.00855,9.12195,10.5285,12.1919,14.0455,16
0.141414,6,6.29709,6.69299,7.27431,8.10483,9.21788,10.6126,12.2541,14.0785,16
0.145455,6,6.32943,6.75368,7.35587,8.1973,9.31005,10.6934,12.314,14.1103,16
0.149495,6,6.36046,6.81191,7.43416,8.28609,9.39859,10.771,12.3715,14.1408,16
0.153535,6,6.39024,6.86781,7.50933,8.37137,9.48366,10.8456,12.4268,14.1702,16
0.157576,6,6.41882,6.92147,7.5815,8.45327,9.56538,10.9174,12.4799,14.1985,16
0.161616,6,6.44625,6.97298,7.6508,8.53193,9.64388,10.9863,12.531,14.2256,16
0.165657,6,6.47259,7.02243,7.71733,8.60747,9.71929,11.0525,12.58,14.2517,16
0.169697,6,6.49787,7.0699,7.78123,8.68002,9.79174,11.1161,12.6272,14.2768,16
0.173737,6,6.52214,7.11549,7.84258,8.74971,9.86133,11.1772,12.6725,14.3009,16
0.177778,6,6.54545,7.15926,7.9015,8.81663,9.92818,11.2359,12.7161,14.324,16
0.181818,6,6.56782,7.20129,7.95808,8.88091,9.99239,11.2923,12.7579,14.3463,16
0.185859,6,6.58931,7.24165,8.01242,8.94265,10.0541,11.3465,12.7981,14.3677,16
0.189899,6,6.60994,7.28041,8.06461,9.00195,10.1133,11.3986,12.8367,14.3882,16
