0,0,0.010101,0.020202,0.030303,0.040404,0.0505051,0.0606061,0.0707071,0.0808081,0.0909091,0.10101,0.111111,0.121212,0.131313,0.141414,0.151515,0.161616,0.171717,0.181818,0.191919,0.20202,0.212121,0.222222,0.232323,0.242424,0.252525,0.262626,0.272727,0.282828,0.292929,0.30303,0.313131,0.323232,0.333333,0.343434,0.353535,0.363636,0.373737,0.383838,0.393939,0.40404,0.414141,0.424242,0.434343,0.444444,0.454545,0.464646,0.474747,0.484848,0.494949,0.505051,0.515152,0.525253,0.535354,0.545455,0.555556,0.565657,0.575758,0.585859,0.59596,0.606061,0.616162,0.626263,0.636364,0.646465,0.656566,0.666667,0.676768,0.686869,0.69697,0.707071,0.717172,0.727273,0.737374,0.747475,0.757576,0.767677,0.777778,0.787879,0.79798,0.808081,0.818182,0.828283,0.838384,0.848485,0.858586,0.868687,0.878788,0.888889,0.89899,0.909091,0.919192,0.929293,0.939394,0.949495,0.959596,0.969697,0.979798,0.989899,1
0,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,1.35354,1.15152,0.949495,0.747475,0.545455,0.343434,0.141414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161616,0.484848,0.808081,1.13131,1.45455,1.77778,2.10101,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.0004004,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,1.35354,1.15152,0.949495,0.747475,0.545455,0.343434,0.379252,0.554955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634234,0.79585,0.484848,0.808081,1.13131,1.45455,1.77778,2.10101,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.000800801,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,1.35354,1.15152,0.949495,0.747475,0.545455,1.27679,0.928207,-2.31238,2.17782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48894,-1.22047,-1.05886,2.97379,0.808081,1.13131,1.45455,1.77778,2.10101,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.0012012,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,1.35354,1.15152,0.949495,0.747475,4.20823,-2.96114,-10.421,28.0258,-23.9897,8.54648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76741,-21.8354,13.9707,14.1323,-21.3506,10.5755,1.13131,1.45455,1.77778,2.10101,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.0016016,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,1.35354,1.15152,0.949495,15.1214,-37.5079,-4.10104,169.731,-326.977,307.818,-152.675,33.5392,0,0,0,0,0,0,0,0,0,0,0,0,38.3305,-152.583,242.699,-125.91,-125.748,243.184,-151.775,39.4618,1.45455,1.77778,2.10101,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.002002,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,1.35354,1.15152,57.3575,-247.028,300.126,546.975,-2461.69,4113.41,-3990.45,2385.22,-828.845,131.619,0,0,0,0,0,0,0,0,0,0,150.421,-861.296,2147.84,-2755.06,1321.27,1321.43,-2754.57,2148.65,-860.165,151.876,1.77778,2.10101,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.0024024,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,1.35354,222.515,-1357.72,3094.69,-878.367,-12228.7,35148.1,-53491.6,52831.9,-35248,15553.3,-4154.07,516.514,0,0,0,0,0,0,0,0,590.302,-4410.19,14917.8,-28901.5,32482.3,-14674.9,-14674.7,32482.8,-28900.7,14919,-4408.73,592.08,2.10101,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.0028028,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,1.55556,870.054,-6846.75,22316.3,-29969.6,-29829.3,218236,-498625,711608,-710070,509767,-261146,91513.1,-19839.3,2026.97,0,0,0,0,0,0,2316.54,-21349.8,91062.8,-232893,383950,-393468,170386,170386,-393467,383951,-232892,91064.2,-21348,2318.64,2.42424,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65657,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
0.0032032,6,5.79798,5.59596,5.39394,5.19192,4.9899,4.78788,4.58586,4.38384,4.18182,3.9798,3.77778,3.57576,3.37374,3.17172,2.9697,2.76768,2.56566,2.36364,2.16162,1.9596,1.75758,3410.62,-32821.5,137882,-297316,175768,943108,-3.56845e+06,7.06391e+06,-9.61686e+06,9.65609e+06,-7.30258e+06,4.14811e+06,-1.72942e+06,502954,-91738,7954.48,0,0,0,0,9090.84,-99648.6,512668,-1.62139e+06,3.45911e+06,-5.08758e+06,4.87012e+06,-2.04236e+06,-2.04236e+06,4.87012e+06,-5.08758e+06,3.45911e+06,-1.62139e+06,512670,-99646.5,9093.26,2.74747,3.07071,3.39394,3.71717,4.0404,4.36364,4.68687,5.0101,5.33333,5.65656,5.9798,6.30303,6.62626,6.94949,7.27273,7.59596,7.91919,8.24242,8.56566,8.88889,9.21212,9.53535,9.85859,10.1818,10.5051,10.8283,11.1515,11.4747,11.798,12.1212,12.4444,12.7677,13.0909,13.4141,13.7374,14.0606,14.3838,14.7071,15.0303,15.3535,15.6768,16
