0,0,0.0294118,0.0588235,0.0882353,0.117647,0.147059,0.176471,0.205882,0.235294,0.264706,0.294118,0.323529,0.352941,0.382353,0.411765,0.441176,0.470588,0.5,0.529412,0.558824,0.588235,0.617647,0.647059,0.676471,0.705882,0.735294,0.764706,0.794118,0.823529,0.852941,0.882353,0.911765,0.941176,0.970588,1
0,6,5.41176,4.82353,4.23529,3.64706,3.05882,2.47059,1.88235,1.29412,0.705882,0.117647,0,0,0,0,0,0,0,0.941176,1.88235,2.82353,3.76471,4.70588,5.64706,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.000500715,6,5.41176,4.82353,4.23529,3.64706,3.05882,2.47059,1.88235,1.29412,0.705882,0.390036,0.0680973,0,0,0,0,0,0.544778,0.941176,1.88235,2.82353,3.76471,4.70588,5.64706,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00100143,6,5.41176,4.82353,4.23529,3.64706,3.05882,2.47059,1.88235,1.29412,0.863549,0.38651,0.215028,0.0394165,0,0,0,0.315332,0.458892,1.25651,1.88235,2.82353,3.76471,4.70588,5.64706,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00150215,6,5.41176,4.82353,4.23529,3.64706,3.05882,2.47059,1.88235,1.38538,0.836651,0.563374,0.212638,0.11825,0.0228154,0,0.182523,0.215906,0.837478,1.15708,2.06488,2.82353,3.76471,4.70588,5.64706,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00200286,6,5.41176,4.82353,4.23529,3.64706,3.05882,2.47059,1.93518,1.35542,0.99609,0.518538,0.361019,0.117644,0.0648491,0.118855,0.0961966,0.556365,0.662691,1.49754,1.97855,2.92918,3.76471,4.70588,5.64706,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00250358,6,5.41176,4.82353,4.23529,3.64706,3.05882,2.50116,1.90951,1.48301,0.927661,0.703782,0.311323,0.227957,0.126668,0.0744796,0.37567,0.351551,1.08438,1.29273,2.25038,2.86255,3.82586,4.70588,5.64706,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00300429,6,5.41176,4.82353,4.23529,3.64706,3.07652,2.48149,2.00511,1.40843,1.11952,0.606204,0.490234,0.217583,0.155089,0.279025,0.187372,0.789694,0.780796,1.72645,2.05041,3.0658,3.77765,4.74128,5.64706,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00350501,6,5.41176,4.82353,4.23529,3.6573,3.06234,2.55017,1.93548,1.58658,0.989626,0.836201,0.399543,0.339227,0.263,0.154236,0.589063,0.435904,1.33331,1.3666,2.45062,2.8901,3.92338,4.7078,5.66755,6.58824,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00400572,6,5.41176,4.82353,4.24122,3.64748,3.11026,2.49083,2.08932,1.443,1.24635,0.672258,0.61738,0.330017,0.244167,0.468881,0.248721,1.044,0.833134,1.9748,2.07754,3.23381,3.77933,4.80929,5.64494,6.60009,7.52941,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00450644,6,5.41176,4.82696,4.2346,3.6802,3.06267,2.61697,1.94761,1.70328,1.02788,0.972793,0.482812,0.446658,0.42393,0.211376,0.836485,0.461616,1.61601,1.37344,2.68735,2.88029,4.05974,4.69682,5.71411,6.58514,7.53628,8.47059,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00500715,6,5.41375,4.82259,4.25657,3.64366,3.16213,2.48751,2.19363,1.45376,1.38694,0.721062,0.745499,0.454429,0.314054,0.696238,0.257671,1.3468,0.807411,2.27437,2.03851,3.45131,3.7458,4.91689,5.62945,6.63151,7.52654,8.47456,9.41176,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00550787,6,5.41091,4.83714,4.22943,3.71971,3.05037,2.70789,1.93548,1.84334,1.04019,1.12063,0.562875,0.541655,0.616525,0.221165,1.14194,0.40417,1.96874,1.28873,2.9928,2.804,4.2532,4.65148,5.79702,6.56956,7.55721,8.4683,9.41406,10.3529,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.00600858,6,5.41978,4.81749,4.28615,3.62732,3.23956,2.45904,2.32924,1.43179,1.55163,0.751226,0.873438,0.597274,0.344343,0.98298,0.181929,1.73683,0.669517,2.6687,1.89716,3.75212,3.6449,5.08401,5.58111,6.69408,7.51289,8.48837,9.41008,10.3543,11.2941,12.2353,13.1765,14.1176,15.0588,16
0.0065093,6,5.40701,4.85856,4.21235,3.78422,3.01222,2.83569,1.8849,2.02062,1.01897,1.28526,0.642848,0.610722,0.860407,0.14965,1.54562,0.219023,2.44448,1.06493,3.41745,2.61636,4.53996,4.53875,5.93759,6.52382,7.60357,8.45724,9.4231,10.3518,11.2949,12.2353,13.1765,14.1176,15.0588,16
0.00701001,6,5.43279,4.80197,4.33858,3.58518,3.3569,2.38753,2.51381,1.36228,1.75289,0.759278,0.9961,0.773842,0.304477,1.36908,-0.0302743,2.27505,0.357804,3.22515,1.59206,4.19348,3.42583,5.34914,5.46723,6.80949,7.47271,8.52218,9.40157,10.3601,11.2933,12.2357,13.1765,14.1176,15.0588,16
0.00751073,6,5.39597,4.89888,4.17072,3.88913,2.92793,3.02172,1.77418,2.25491,0.951664,1.47149,0.730372,0.63081,1.19238,-0.0571241,2.11409,-0.169087,3.12725,0.620174,4.04311,2.24337,4.98343,4.30423,6.17581,6.41644,7.69628,8.42373,9.4474,10.3454,11.2987,12.2348,13.1767,14.1176,15.0588,16
0.00801144,6,5.45787,4.76513,4.42921,3.49575,3.53859,2.24532,2.77455,1.2223,2.00691,0.741622,1.10172,1.01349,0.144082,1.92288,-0.464231,3.06049,-0.231922,4.05263,1.02008,4.87113,3.00427,5.78069,5.23177,7.01796,7.37654,8.59519,9.37468,10.3774,11.2887,12.2382,13.1761,14.1178,15.0588,16
0.00851216,6,5.37069,4.97167,4.08334,4.06086,2.76522,3.30023,1.56973,2.57494,0.820372,1.68244,0.842215,0.561324,1.67693,-0.48846,2.95769,-0.88545,4.15383,-0.182703,5.00449,1.56145,5.69192,3.8559,6.58339,6.19163,7.87437,8.341,9.50388,10.3245,11.3108,12.2315,13.1783,14.1174,15.0589,16
0.00901288,6,5.50399,4.68845,4.58452,3.32392,3.82485,1.98889,3.15323,0.977508,2.33495,0.697107,1.16597,1.36966,-0.222199,2.75965,-1.26155,4.25593,-1.27314,5.32988,0.00908038,5.9452,2.23835,6.49739,4.77788,7.39241,7.17045,8.74401,9.30578,10.4204,11.2729,12.2466,13.1739,14.1188,15.0587,16
0.00951359,6,5.31904,5.10035,3.91501,4.34354,2.4722,3.72554,1.21991,3.0226,0.601199,1.91652,1.01248,0.330349,2.42519,-1.2939,4.2597,-2.13811,5.74924,-1.57195,6.52489,0.363592,6.84922,3.03685,7.28654,5.75057,8.20974,8.15836,9.62577,10.2687,11.343,12.2197,13.1841,14.1159,15.0595,16
0.0100143,6,5.58661,4.54082,4.84916,3.01231,4.28085,1.54975,3.71368,0.577585,2.76412,0.631893,1.14093,1.93773,-0.940071,4.07338,-2.6581,6.13053,-3.05387,7.35242,-1.7281,7.68397,0.888459,7.70339,3.93764,8.06306,6.75656,9.03748,9.14851,10.5184,11.2286,12.2705,13.1652,14.1227,15.0577,16
0.010515,6,5.22056,5.32463,3.60747,4.80979,1.96575,4.38313,0.64588,3.65847,0.264305,2.16072,1.3075,-0.189228,3.6276,-2.7249,6.32536,-4.27274,8.28575,-3.92707,8.97591,-1.69742,8.76655,1.57901,8.50526,4.91892,8.83306,7.78149,9.87718,10.1365,11.4206,12.1853,13.2015,14.1097,15.0619,16
0.0110157,6,5.73196,4.27045,5.29734,2.46764,5.0112,0.820663,4.55286,-0.0499318,3.32664,0.569154,0.935024,2.8864,-2.25868,6.19063,-5.04764,9.13092,-6.05256,10.6106,-4.67069,10.5374,-1.45062,9.74845,2.42029,9.2604,5.95878,9.60321,8.81427,10.7297,11.12,12.3309,13.139,14.1352,15.0537,16
0.0115165,6,5.04115,5.7108,3.06505,5.57783,1.11333,5.40656,-0.271656,4.56874,-0.223917,2.37703,1.85276,-1.22122,5.61012,-5.20507,9.6643,-7.86462,12.3811,-7.87971,12.9774,-5.20444,11.9707,-0.975606,10.6213,3.39009,9.97934,7.03705,10.3796,9.84692,11.5949,12.0977,13.2479,14.0902,15.0698,16
0.0120172,6,5.98377,3.79175,6.05095,1.53919,6.18254,-0.365184,5.8168,-1.00713,4.0557,0.568068,0.376921,4.51224,-4.60417,9.66184,-9.0887,14.0004,-11.0652,15.9205,-9.6194,15.2611,-5.4644,13.2306,-0.276913,11.3897,4.46223,10.6749,8.13651,11.1671,10.8742,12.4724,13.0697,14.1696,15.0412,16
0.0125179,6,4.72437,6.36824,2.13174,6.83841,-0.295156,7.00311,-1.71137,5.87325,-0.893537,2.47616,2.8812,-3.15822,8.93021,-9.44903,15.1292,-13.8728,19.0635,-14.4827,19.5653,-11.1369,17.3533,-5.40909,14.2946,0.626942,12.0681,5.60956,11.36,9.24337,11.9688,11.8931,13.3607,14.0375,15.0917,16
0.0130186,6,6.41425,2.96452,7.30829,-0.015039,8.05838,-2.2655,7.72299,-2.43373,4.97373,0.760135,-0.849023,7.33466,-8.70529,15.4159,-15.8845,21.9787,-19.4184,24.6426,-17.9139,23.1252,-12.3131,19.1714,-5.02163,15.1606,1.70727,12.6764,6.80633,12.0461,10.3474,12.7864,12.9029,14.2559,15.0072,16
0.0135193,6,4.17767,7.47561,0.55506,8.89701,-2.59047,9.49184,-3.9376,7.73289,-1.75285,2.26765,4.81934,-6.68663,14.5411,-16.6636,24.1493,-23.8993,30.0471,-25.4939,30.4735,-21.1419,26.4236,-13.0562,20.664,-4.30857,15.8437,2.92942,13.237,8.02993,12.7424,11.4421,13.6186,13.9077,15.147,16
0.01402,6,7.14142,1.56088,9.3894,-2.5808,11.0524,-5.27505,10.5909,-4.5129,6.06493,1.41746,-3.31761,12.2605,-15.8082,25.0221,-27.2861,35.1381,-33.3271,39.0502,-31.7983,36.2667,-23.9606,29.3139,-13.309,21.8109,-3.2961,16.3708,4.2567,13.7716,9.26205,13.4546,12.5261,14.4577,14.9234,16
0.0145207,6,3.25057,9.32241,-2.07063,12.2391,-6.28962,13.3593,-7.33523,10.3523,-2.74788,1.36675,8.4402,-13.0034,24.0724,-28.889,39.1241,-40.6242,48.1963,-43.8528,48.6086,-37.9924,41.7373,-26.1941,31.6906,-13.05,22.6202,-2.0249,16.7762,5.65387,14.2991,10.4904,14.1816,13.6092,15.277,16
0.0150215,6,8.35656,-0.786735,12.8068,-6.76868,15.8087,-9.99258,14.8814,-7.46846,7.21653,3.07939,-8.06626,20.8692,-28.0436,41.1343,-46.4042,56.948,-56.4959,62.9468,-55.0375,58.2843,-43.7329,46.6317,-27.7117,33.494,-12.2919,23.1229,-0.544282,17.0958,7.09043,14.8315,11.7137,14.9059,14.7301,16
0.0155222,6,1.70013,12.374,-6.39233,17.6305,-12.1942,19.3396,-12.453,13.9683,-3.67822,-0.977324,15.1338,-24.1914,40.3105,-49.5773,64.0884,-68.5394,78.3051,-74.4823,78.8487,-66.3597,67.6228,-48.7057,50.7477,-28.4356,34.7093,-11.0754,23.3655,1.09387,17.3626,8.54609,15.3661,12.9564,15.5669,16
0.0160229,6,10.3673,-4.66677,18.3752,-13.5379,23.3218,-17.3154,21.2428,-11.5394,8.09941,6.78486,-16.9543,35.9065,-49.0545,68.245,-78.4729,93.2267,-95.1299,102.707,-93.954,95.2435,-77.2639,76.1947,-52.6521,53.9478,-28.3421,35.3613,-9.46122,23.4021,2.84259,17.5969,10.0237,15.8622,14.3066,16
0.0165236,6,-0.862737,17.3727,-13.4343,26.2696,-21.5355,28.525,-20.0509,18.8033,-4.02893,-6.19508,27.3838,-43.8684,68.0193,-84.5754,105.836,-115.184,128.409,-125.639,129.391,-114.121,111.414,-87.2113,83.6308,-55.3866,56.1627,-27.4564,35.5054,-7.52046,23.2832,4.67313,17.7868,11.5823,16.1872,16
0.0170243,6,13.6647,-11.0144,27.3793,-24.3829,35.1117,-28.5684,30.556,-16.9025,7.93313,14.4951,-33.2953,62.1379,-85.0702,113.966,-132.311,153.747,-159.639,169.03,-159.179,157.376,-134.101,126.646,-95.7242,89.6482,-56.8061,57.3886,-25.8431,35.214,-5.31879,23.0357,6.60491,17.8391,13.4134,16
0.017525,6,-5.05674,25.4938,-24.8053,40.0155,-36.1851,42.5141,-31.137,24.9433,-2.64414,-16.9655,49.6064,-78.3094,115.345,-143.793,175.818,-193.227,211.999,-211.188,214.028,-194.569,185.542,-152.996,140.288,-102.422,94.0645,-56.8871,57.6752,-23.589,34.555,-2.88722,22.6181,8.77472,17.4723,16
0.0180258,6,19.0267,-21.3042,41.8292,-41.6115,53.4751,-45.6704,43.955,-23.4858,5.03461,29.8577,-62.9683,107.824,-146.744,191.203,-222.795,254.942,-267.509,279.89,-268.606,261.956,-230.431,212.719,-169.96,151.797,-107.042,96.7995,-55.6744,57.1042,-20.7729,33.5485,-0.157985,21.822,11.5857,16
0.0185265,6,-11.8581,38.5837,-43.0118,61.725,-58.9517,63.5953,-46.9592,32.0592,2.89446,-38.2407,89.6211,-138.386,196.219,-244.043,293.365,-323.994,351.749,-354.443,355.982,-330.154,311.083,-265.293,237.787,-184.267,160.77,-109.445,97.8609,-53.2524,55.7472,-17.4044,32.0749,3.17434,20.0659,16
0.0190272,6,27.6757,-37.8431,64.8423,-68.7504,81.8327,-71.3301,62.7707,-30.5601,-4.03439,59.5793,-116.365,187.269,-252.295,321.859,-375.045,424.488,-448.152,465.533,-452.385,438.165,-393.704,359.525,-297.706,259.746,-195.355,166.957,-109.602,97.3079,-49.6868,53.5776,-13.2935,29.68,7.93516,16
0.0195279,6,-22.7948,59.5181,-71.9218,95.7382,-93.9836,94.9458,-68.8728,38.816,17.4331,-79.0835,161.228,-242.914,334.472,-413.863,491.133,-543.411,585.821,-594.649,594.405,-558.818,523.794,-456.887,405.385,-326.346,277.785,-202.839,170.243,-107.542,95.1699,-44.9014,50.2875,-7.7807,25.1898,16
